ATL	RDU	DL	10.6436	61797.0	5806
ATL	RDU	FL	11.7379	41106.0	3502
ATL	RDU	EV	21.8471	3714.0	170
ATL	RDU	OH	28.5072	3934.0	138
ATL	RIC	9E	11.8897	1617.0	136
ATL	RIC	DL	12.0226	42043.0	3497
ATL	RIC	FL	12.0863	37552.0	3107
ATL	RIC	OH	13.4545	592.0	44
ATL	RIC	EV	16.1767	20965.0	1296
ATL	RNO	DL	20.7553	8738.0	421
ATL	ROA	OH	7.5	30.0	4
ATL	ROA	EV	16.7828	43350.0	2583
ATL	ROC	DL	14.2589	16027.0	1124
ATL	ROC	FL	15.4234	22256.0	1443
ATL	ROC	EV	15.906	31462.0	1978
ATL	ROC	OH	84.0	336.0	4
ATL	RSW	DL	10.4243	48525.0	4655
ATL	RSW	FL	14.6233	44177.0	3021
ATL	SAN	DL	13.6346	50939.0	3736
ATL	SAN	FL	16.2758	19531.0	1200
ATL	SAT	OO	10.2	612.0	60
ATL	SAT	9E	11.6426	2736.0	235
ATL	SAT	DL	14.198	41586.0	2929
ATL	SAT	FL	20.4454	9916.0	485
ATL	SAT	EV	21.983	24555.0	1117
ATL	SAT	OH	47.6842	906.0	19
ATL	SAV	FL	8.6775	15524.0	1789
ATL	SAV	DL	11.6646	63817.0	5471
ATL	SAV	EV	19.349	7430.0	384
ATL	SAV	OH	19.7273	434.0	22
ATL	SBN	EV	18.904	38413.0	2032
ATL	SCE	EV	25.5457	8098.0	317
ATL	SDF	9E	6.9355	430.0	62
ATL	SDF	DL	13.2862	28592.0	2152
ATL	SDF	EV	16.1218	34404.0	2134
ATL	SDF	OH	25.4464	8779.0	345
ATL	SEA	DL	13.4842	51523.0	3821
